58db9d4ccd4d745b2e00002b	Breaking News: With a hand-delivered letter Britain has officially initiated Brexit. The long divorce is likely to be littered with pitfalls.2017-03-29T07:40:36-04:00		NYTimes.com	95206	['consequential' 'world war' 'sides' 'two-year divorce' 'ii prime' 'long divorce' 'diplomatic events' 'union' 'one' 'pitfalls' 'letter' 'theresa may' 'brexit' 'tortuous' 'formal notice' 'country’s intention' 'britain' 'minister']	In one of the most consequential diplomatic events in Britain since World WarII Prime Minister Theresa May on Wednesday sent formal notice of thecountry’s intention to withdraw from the European Union starting atortuous two-year divorce littered with pitfalls for both sides.
58dd1a62cd4d745b2e000055	Breaking News: President Trump called a conservative faction in the House a threat to the Republican agenda and vowed to fight them in 20182017-03-30T10:46:51-04:00		NYTimes.com	95274	['fast' 'twitter' '2018' 'conservatives' 'mr. trump' 'care' 'the freedom' 'house' 'fight' 'war' 'house freedom' 'act repeal' 'don’t' 'midterm elections' 'caucus' 'trump' 'fight them' 'hurt' 'threat' 'conservative faction' 'agenda']	President Trump called a conservative faction in the House a threat to the Republican agenda and vowed to “fight them” in 2018 President Trump on Thursday declared war on the conservatives of the HouseFreedom Caucus suggesting Republicans should “fight them” in the2018 midterm elections if they do not back his agenda.
589bc3c4cd4d744155000073	Breaking News: Jeff Sessions has been confirmed as attorney general a day after a Senate flare-up over Elizabeth Warren's criticism of his record	2017-02-08T20:19:54-05:00		NYTimes.com	91798	\['mr. trump' 'ranks' 'nomination battle' 'support' 'procedural' 'jeff sessions republican' 'alabama' 'colleague' 'elizabeth warren’s' 'attorney general' 'sessions' 'top law enforcement' 'trump’s' \elizabeth warren's\ 'senate floor' 'strains' 'record senator' 'senate' 'near-party-line vote' 'elizabeth warren' 'jeff sessions' 'extreme partisanship' 'decades' 'senator' 'criticism' 'record' 'cabinet' 'install' 'mr' 'massachusetts' 'senate flare-up' 'nation’s' 'breaking news jeff sessions']|Jeff Sessions has been confirmed as attorney general a day after a Senate flare-up over Elizabeth Warren’s criticism of his record Senator Jeff Sessions Republican of Alabama was confirmed on Wednesday asPresident Trump’s attorney general capping a bitter and racially chargednomination battle that crested with the procedural silencing of a leadingDemocrat Senator Elizabeth Warren of Massachusetts who had criticized theAlabama senator from the Senate floor.
589cfb5dcd4d74221a000011	Breaking News: President Trump's travel ban remains blocked: An appeals court rejected a bid to reinstate it. An appeal to the Supreme Court is likely.	2017-02-09T18:29:15-05:00		NYTimes.com	91987	\['likely' 'effort' 'courts' 'court' 'decision' \trump's\ 'lawfulness' 'ruling' 'reinstate president' 'reinstate it' 'supreme court' 'blocked' 'appeals court' 'bid' 'federal appeals court' 'entry' 'trump’s' 'standards' 'campaign' 'narrow question' 'states' 'judicial rebuke' 'appeal' 'travel ban' 'united states']|A federal appeals court on Thursday refused to reinstate PresidentTrump’s targeted travel ban delivering the latest and most stingingjudicial rebuke to his effort to make good on a campaign promise and tighten thestandards for entry into the United States.
589d2391cd4d74221a000017	Breaking News: Is the president of China giving President Trump the silent treatment? Some officials think so citing Mr. Trump's early provocations.	2017-02-09T21:20:48-05:00		NYTimes.com	91990	\['administration officials' 'major reason' \mr. trump's\ 'letter' 'disclose' 'commits' 'phone' 'unorthodox telephone' 'trump' 'taiwan' 'policy' 'china' 'silent treatment' 'chinese government' 'xi jinping' 'beijing' '14' 'friendly gesture' 'mr. trump' 'mr. xi' 'early provocations' 'stung' 'mr. trump’s' 'white house' 'officials' 'subsequent assertion' 'one' 'united states' 'elected' 'mr. trump.']|Stung by Mr. Trump’s unorthodoxtelephone call with the president of Taiwan and his subsequent assertion thatthe United States might no longer abide by the “One China” policyMr. Xi has not spoken to Mr. Trump since Nov. 14 the week after he was elected.
58a0c410cd4d74221a000051	Breaking News: Al Jarreau has died at 76. The versatile singer won seven Grammy Awards for his work in pop R&B and his first love jazz.	2017-02-12T15:22:24-05:00		NYTimes.com	92211	['work' 'pop' 'vocalizations' 'clicks' 'growls' 'virtuosic ability' 'particular' 'seven' 'breaking news al jarreau' 'full-time musical career' 'rb' 'love jazz' '30' 'quasi-instrumental sounds' 'grammy awards' 'delicious nonsense' 'versatile singer' '76' 'preacher’s son' 'late 1960s' 'supple voice' 'array' 'critics' 'boy' 'al jarreau' 'improvisational skill and']	Critics praised his supple voice his improvisational skill and inparticular his virtuosic ability to produce an array of vocalizations rangingfrom delicious nonsense to clicks and growls to quasi-instrumental sounds.
58a13e11cd4d74221a000060	Breaking News: Adele tearfully accepted album of the year at the Grammys and sets by Beyonce and A Tribe Called Quest were the talk of the show	2017-02-13T00:03:02-05:00		NYTimes.com	92224	['breaking news adele' 'show' 'award' 'grammys' 'quest' 'race' 'every child' 'lemonade.”.' 'song' 'tribe' 'beyonce' '25' 'motherhood' 'album' 'pride' 'record' 'performance' 'hello' 'beyonce' 'adele' 'urban contemporary album']	Adele tearfully accepted album of the year at the Grammys and sets by Beyoncé and A Tribe Called Quest were the talk of the show Adele won album of the year for “25” and both record of year andsong of the year for “Hello” and Beyoncé gave a showstoppingperformance celebrating motherhood and she championed pride for “everychild of every race” when she accepted the award for best urbancontemporary album for “Lemonade.”.
58a26eeecd4d74221a000086	Breaking News: Michael Flynn the national security adviser is said to have misled senior officials about his conversation with a Russian diplomat	2017-02-13T21:43:34-05:00		NYTimes.com	92359	['russia’s' 'united states' 'administration officials' 'justice department' 'assuage' 'apparent attempt' 'white house' 'breaking news michael flynn' 'american adversary' 'russia' 'protocol' 'remarkable breach' 'vladimir v. putin’s' 'office —' 'conversation' 'regime' 'blackmail' 'policy —' 'topic' 'sanctions' 'senior official' 'mr. pence' 'inauguration' 'mr. flynn' 'weeks' 'senior officials' 'michael flynn' 'american sanctions' 'mere discussion' 'russian diplomat' 'national security adviser' 'call' 'ambassador' 'trump' 'phone']	Michael Flynn the national security adviser is said to have misled senior officials about his conversation with a Russian diplomat The Justice Department warned the White House that Mr. Flynn had misledsenior Trump administration officials about whether he had discussed Americansanctions against Vladimir V. Putin’s regime during a phone call withRussia’s ambassador to the United States weeks before the inaugurationand that he could be open to blackmail by Russia said a former seniorofficial.
58a2843dcd4d74221a00008e	Breaking News: Michael Flynn is said to have resigned as President Trump's national security adviser facing accusations about his dealings with Russia	2017-02-13T23:14:41-05:00		NYTimes.com	92361	\['trump' 'dealings' 'night' 'administration' 'russian ambassador' 'michael flynn' 'conversations' 'mike pence' 'national security adviser' 'top white house officials' 'vice president' 'russia michael t. flynn' 'breaking news michael flynn' 'states' \trump's\ 'accusations' 'russia']|Michael Flynn is said to have resigned as President Trump's national security adviser facing accusations about his dealings with Russia Michael T. Flynn the national security adviser resigned on Monday nightafter it was revealed that he had misled Vice President Mike Pence and other topWhite House officials about his conversations with the Russian ambassador to theUnited States according to a source close to the Trump administration.
58a336accd4d74221a0000a6	Breaking News: President Trump faces a new test: Russia has secretly deployed a cruise missile that violates a crucial arms treaty officials say	2017-02-14T11:55:39-05:00		NYTimes.com	92420	['new test' 'trump' 'violation' 'test phase' 'obama' 'russia' 'crucial arms treaty officials' 'administration' 'system' 'treaty' 'center' '1987' 'missile' 'faces' 'operational unit' '2014' 'one' 'land' 'russian intermediate-range missiles' 'violates' 'cruise missile']	President Trump faces a new test: Russia has secretly deployed a cruise missile that violates a crucial arms treaty officials say The ground-launched cruise missile at the center of American concerns is onethat the Obama administration said in 2014 had been tested in violation of a1987 treaty that bans American and Russian intermediate-range missiles based onland.
58a343e9cd4d74221a0000ac	Breaking News: The nearly 40-year case of Etan Patz the first missing child shown on a milk carton is solved. An ex-deli worker was convicted.	2017-02-14T12:52:36-05:00		NYTimes.com	92421	['murder' 'stock clerk' 'store’s basement' 'manhattan' 'investigators' '6-year-old' 'etan patz' '40-year mystery' 'children' '40-year case' 'solved' 'kidnapping' 'child' 'pedro hernandez' 'milk carton' 'way parents' 'bodega' 'convicted' 'ex-deli worker']	Pedro Hernandez a former stock clerk in a Manhattan bodega who confessed toluring the 6-year-old Etan Patz into the store’s basement and attackinghim was found guilty on Tuesday of murder and kidnapping a long-awaited steptoward solving the nearly 40-year mystery that bedeviled investigators andforever changed the way parents watched over their children.
58a3521bcd4d74221a0000b1	Breaking News: President Trump knew for weeks that Michael Flynn wasn't truthful about his Russian calls his spokesman said leading to his firing	2017-02-14T13:52:56-05:00		NYTimes.com	92423	['truthful' 'national security adviser' 'trusted' 'white house' 'trump' 'russian calls' 'wasn’t truthful' 'resignation' 'spokesman said' 'mr. flynn’s' 'michael flynn' 'weeks']	President Trump knew for weeks that Michael Flynn wasn’t truthful about his Russian calls his spokesman said leading to his firing President Trump asked for Mr. Flynn’s resignation as national securityadviser after concluding he could not be trusted the White House said onTuesday.
58a36483cd4d74221a0000b7	Breaking News: The F.B.I. questioned Michael Flynn early in his tenure about his calls with Russia officials said raising the stakes of the scandal	2017-02-14T15:11:16-05:00		NYTimes.com	92424	['innocuous' 'trump' 'expose' 'felony charge' 'resignation' 'russian sanctions' 'officials said raising' 'tenure' 'interview' 'scandal' 'night' 'mr. flynn' 'conversations' 'f.b.i.' 'mr. flynn’s' 'russia' 'stakes' 'calls' 'ambassador' 'michael flynn' 'false']	questioned Michael Flynn early in his tenure about his calls with Russia officials said raising the stakes of the scandal If Mr. Flynn was not entirely honest with the F.B.I. it could expose him toa felony charge.
58a3bd2bcd4d74221a0000c6	Breaking News: Intercepted calls show members of the Trump campaign had repeated contact with Russian intelligence before the election officials said	2017-02-14T21:29:34-05:00		NYTimes.com	92430	['intelligence agencies' 'calls' 'trump' 'campaign' 'committee' 'officials said' 'presidential election' 'russian' 'contact' 'election' 'three' 'disrupt' 'members' 'intercepted' 'russia' 'intelligence' 'evidence' 'american law enforcement' 'communications' 'election officials' 'breaking news intercepted' 'efforts']	Intercepted calls show members of the Trump campaign had repeated contact with Russian intelligence before the election officials said American law enforcement and intelligence agencies intercepted thecommunications around the same time that they were discovering evidence thatRussia was trying to disrupt the presidential election by hacking into theDemocratic National Committee three of the officials said.
58a4c1bdcd4d74221a0000e6	Breaking News: President Trump's pick for labor secretary Andrew Puzder has withdrawn amid doubts that he'd have enough votes to be confirmed	2017-02-15T16:01:23-05:00		NYTimes.com	92492	\['andrew puzder' 'intense fire' 'ex-wife' 'he’d' 'personal life' 'fast-food chain owner' 'attacks' 'intense scrutiny' 'trump’s' 'votes' 'workers' 'cke restaurants' \trump's\ 'policy' 'carl’s jr' 'hardee’s' 'liberal groups' 'labor secretary' 'doubts' 'allegations' '1980s' 'minimum wage' \he'd\ 'chief executive' 'automation' 'workplace']|President Trump’s pick for labor secretary Andrew Puzder has withdrawn amid doubts that he’d have enough votes to be confirmed The chief executive of the CKE Restaurants fast-food chain owner ofHardee’s and Carl’s Jr. had come under intense fire from Democratsand liberal groups who accused him of mistreating his workers opposing theminimum wage and supporting automation in the workplace.
58a74134cd4d74221a000133	Breaking News: A seasoned legal opponent of the E.P.A. will now run it. Scott Pruitt was confirmed after Senate Democrats' all-night protest.	2017-02-17T13:29:58-05:00		NYTimes.com	92705	['voters' 'democrats joe manchin iii' 'maine' 'oklahoma' 'e.p.a.’s' 'mr. pruitt' 'major environmental rules' 'senators' 'virginia' 'legal opponent' 'heidi heitkamp' 'all-night protest' '52-46' 'career' 'agency’s authority' 'environmental rules' 'e.p.a.' 'attorney general' 'one' 'dissolution' 'democrats' 'republican susan collins' 'coal-rich states' 'scott pruitt' 'party lines' 'senate']	One Republican Susan Collins of Maine crossedparty lines to vote against Mr. Pruitt while two Democrats Joe Manchin III ofWest Virginia and Heidi Heitkamp both from coal-rich states where votersgenerally oppose environmental rules voted for him.
58ab4f40cd4d74221a00016d	Breaking News: Lt. Gen. H.R. McMaster a widely respected military strategist has been named President Trump's national security adviser	2017-02-20T15:18:42-05:00		NYTimes.com	92791	\['tremendous talent' 'trump' 'a man' 'national security adviser president' 'national security adviser' 'new national security adviser' 'mcmaster' \trump's\ 'lt' 'military strategist' 'h.r.' 'tremendous experience.”.']|McMaster a widely respected military strategist has been named President Trump's national security adviser President Trump picked Lt. Gen. H.R.
58ac6c01cd4d74221a00017e	Breaking News: The Trump administration detailed its new immigration policy which greatly expands the categories of people subject to deportation	2017-02-21T11:33:38-05:00		NYTimes.com	92818	['homeland' 'trump' 'administration' 'new immigration policy' 'deportation' 'categories' 'security' 'expands' 'people subject' 'nation’s immigration laws' 'immigration' 'department' 'border security' 'executive orders' 'trump’s' 'documents' 'agency enforces' 'policy']	The Trump administration detailed its new immigration policy which greatly expands the categories of people subject to deportation The Department of Homeland Security on Tuesday released a set of documentstranslating President Trump’s executive orders on immigration and bordersecurity into policy bringing a major shift in the way the agency enforces thenation’s immigration laws.
58add520cd4d74221a000197	Breaking News: Seven newly identified planets orbiting a nearby star offer a realistic chance to seek signs of life beyond the solar system	2017-02-22T13:14:48-05:00		NYTimes.com	92866	['solar system' 'one' 'away offering' 'harbor life' 'nearby star' 'signs' 'tiny star' 'realistic opportunity' 'earth-size' 'biological signs' 'planets' 'seven' 'alien life' 'realistic chance' 'life']	Seven newly identified planets orbiting a nearby star offer a realistic chance to seek signs of life beyond the solar system Not just one but seven Earth-size planets that could potentially harbor lifehave been identified orbiting a tiny star not too far away offering the firstrealistic opportunity to search for biological signs of alien life outside ofthe solar system.
58ae35fbcd4d74221a0001ab	Breaking News: The Trump administration has rescinded protections for transgender students that allowed them to use bathrooms of their choice	2017-02-22T20:08:05-05:00		NYTimes.com	92878	['federal rules' 'transgender students' 'trump’s' 'bathrooms' 'advice' 'choice' 'gender identity' 'trump' 'middle' 'protections' 'culture wars' 'administration' 'behind' 'education secretary' 'new policy']	The Trump administration has rescinded protections for transgender students that allowed them to use bathrooms of their choice The Trump administration on Wednesday rescinded federal rules that allowedtransgender students to use the bathrooms corresponding with their genderidentity.
58af8fbbcd4d74221a0001c5	Breaking News: A banned chemical weapon VX nerve agent was used to kill the half-brother of North Korea's dictator the Malaysian police said	2017-02-23T20:43:20-05:00		NYTimes.com	92983	\['khalid abu bakar' '2005' '1997' \korea's\ 'malaysian' 'poison' 'chemical weapon' 'kim-jong-nam' 'half-brother' 'brother' 'vx' 'korean' 'nerve agent' 'substance' 'national police chief' 'weapons conventions' 'dictator' 'leader' 'kim jong-un' 'brief statement' 'korea’s']|A banned chemical weapon VX nerve agent was used to kill the half-brother of North Korea’s dictator the Malaysian police said The poison used to kill Kim-Jong-nam the brother of the North Korean leaderKim Jong-un was VX nerve agent a substance listed as a chemical weapon theMalaysian police announced on Friday.
58b08c3fcd4d74221a0001d5	Breaking News: Journalists from several organizations including The Times were kept from attending a briefing by President Trump's press secretary	2017-02-24T14:40:19-05:00		NYTimes.com	93032	\['trump’s' 'organizations' 'house’s' \trump's\ 'correspondents’ association' 'actions' 'reporters' 'white house' 'press corps' 'york' 'wing' 'press secretary' 'journalists' 'sean m. spicer' 'breaking news journalists' 'cnn politico' 'quick rebuke' 'briefing']|Journalists from several organizations including The Times were kept from attending a briefing by President Trump’s press secretary Reporters from CNN Politico and The New York Times were not allowed to enterthe West Wing office of the press secretary Sean M. Spicer for a scheduledbriefing.
58b1eebfcd4d74221a0001ea	Breaking News: Democrats elected former Labor Secretary Thomas Perez as party chairman over Keith Ellison a liberal from Minnesota	2017-02-25T15:53:16-05:00		NYTimes.com	93077	['thomas perez' 'culmination' 'race' 'victory' 'fault lines' 'three-month-long campaign' 'donald j. trump’s' 'minnesota' 'party chairman' 'decades' 'presidential race' 'keith ellison' 'labor secretary' 'party' 'minnesota thomas perez’s' 'election' 'suspense' 'measure']	Democrats elected former Labor Secretary Thomas Perez as party chairman over Keith Ellison a liberal from Minnesota Thomas Perez’s victory was the culmination of a more thanthree-month-long campaign that began when Democrats were still shellshocked overhaving lost the presidential race.
58b36eefcd4d74221a0001fd	Breaking News: President Trump's budget outline calls for a surge in military spending and sharp cuts to nondefense agencies including the E.P.A.	2017-02-26T19:12:28-05:00		NYTimes.com	93097	\['sharp increases' 'director' 'calls' 'volley' 'management' 'sharp cuts' 'outline' 'federal agencies' 'surge' 'four' 'mick mulvaney' 'entitlement programs' 'defense department spending major cuts' 'social security' 'fiscal year' 'nondefense agencies' 'medicare' 'trump' 'instruct' 'environmental protection agency' 'e.p.a.' \trump's\ 'agencies' 'budget' 'trump’s' 'reductions' 'senior administration officials']|President Trump will instruct federal agencies on Monday to assemble a budgetfor the coming fiscal year that would include sharp increases in DefenseDepartment spending; major cuts to other agencies including the EnvironmentalProtection Agency; and no reductions to the largest entitlement programs SocialSecurity and Medicare according to four senior administrationofficials.
58b62b1bcd4d746e65000020	Breaking News: President Trump is about to address a joint session of Congress for the first time. Join us for live video and analysis.	2017-02-28T20:59:39-05:00	https://www.nytimes.com/interactive/2017/02/28/us/politics/trump-congress-address-live-video-analysis.html	NYTimes.com	93214	['address' 'initial speech' 'trump’s' 'reporters' 'joint session' 'analysis' 'editors' 'york' 'real-time analysis' 'live video' 'join' 'trump']	Join New York Times reporters and editors for real-time analysis of PresidentTrump’s initial speech to Congress.
58b64f43cd4d746e65000034	Breaking News: President Trump stuck to the script and G.O.P. orthodoxy in a speech to Congress that laid out a broad agenda but few specifics	2017-02-28T23:34:09-05:00		NYTimes.com	93218	['specifics president' 'immigrants' 'new openness' 'millions' 'overhauling health care' 'legal status' 'script' 'nation’s infrastructure' 'military' 'trump' 'tax code' 'g.o.p.' 'broad agenda' 'orthodoxy' 'specifics' 'speech' 'serious crimes']	orthodoxy in a speech to Congress that laid out a broad agenda but few specifics President Trump signaled a new openness on Tuesday to granting legal statusto millions of undocumented immigrants who have not committed serious crimesand in a speech he then called on Congress to work with him on overhaulinghealth care changing the tax code and rebuilding the nation’sinfrastructure and military.
58b77035cd4d746e6500005d	Breaking News: In their final days Obama aides spread intelligence on Trump associates and Russia across agencies as a trail for investigators	2017-03-01T20:06:50-05:00		NYTimes.com	93280	['communications' 'clear trail' 'trail' 'aims' 'meetings' 'associates' 'american allies' 'others' 'mr. trump’s' 'isn’t' 'trump' 'evidence' '—' 'agencies' 'russian' 'final days' 'investigators' 'aides' 'american intelligence agencies' 'kremlin' 'vladimir v. putin' 'president-elect' 'russia' 'contacts' 'dutch' 'american officials' 'government investigators' 'obama' 'european elections' 'european cities' 'separately' 'intelligence' 'anonymity' 'information' 'officials' 'ensure' 'russia’s' 'three' 'officials —']	In their final days Obama aides spread intelligence on Trump associates and Russia across agencies as a trail for investigators American allies including the British and the Dutch had providedinformation describing meetings in European cities between Russian officials— and others close to Russia’s president Vladimir V. Putin —and associates of President-elect Trump according to three former Americanofficials who requested anonymity in discussing classified intelligence.
58b82fa3cd4d746e6500006b	Breaking News: Two House G.O.P. leaders urged the attorney general to recuse himself from an inquiry into Russian contacts with the Trump campaign	2017-03-02T09:43:17-05:00		NYTimes.com	93328	['testimony' 'g.o.p.' 'leaders' 'house' 'russian government' 'jeff sessions' 'sessions' 'confirmation hearing' 'contradiction' 'mr' 'attorney general' 'investigation' 'russian ambassador' 'russian' 'calls' 'disclosure' 'attorney' 'contacts' 'ranks' 'recuse' 'campaign' 'trump' 'inquiry']	leaders urged the attorney general to recuse himself from an inquiry into Russian contacts with the Trump campaign Congressional Republicans began breaking ranks on Thursday to join Democratsin demanding that Attorney General Jeff Sessions recuse himself from overseeingan investigation into contacts between the Trump campaign and the Russiangovernment.
58b88e46cd4d746e6500008e	Breaking News: The attorney general recused himself from any inquiry on Trump aides' Russian ties after his talks with the ambassador were revealed	2017-03-02T16:27:17-05:00		NYTimes.com	93356	['criticism' '2016' 'trump' 'conversations' 'russian ambassador' 'inquiry' 'attorney' 'contacts' 'sergey i. kislyak' 'chorus' 'hillary clinton’s' 'attorney general' 'presidential election' 'investigation' 'ambassador' 'russian ties' 'campaign' 'aides' 'russian' 'jeff sessions']	The attorney general recused himself from any inquiry on Trump aides' Russian ties after his talks with the ambassador were revealed Attorney General Jeff Sessions facing a chorus of criticism over hiscontacts with the Russian ambassador recused himself Thursday from aninvestigation of Russian meddling in the 2016 presidential election.
58b9b206cd4d746e650000a1	Breaking News: Janet Yellen says the Fed will raise interest rates this month earlier than expected barring economic surprises	2017-03-03T13:12:05-05:00		NYTimes.com	93434	['rate increase' 'chicago' 'notice' 'benchmark interest rate' 'intensification' 'economic surprises' 'fed' 'federal reserve chairwoman' 'communication' 'unpleasant economic surprises' 'officials' 'janet yellen' 'breaking news janet yellen' 'investors' 'recent days' 'fed’s' 'janet l. yellen' 'interest rates' 'ms. yellen’s' 'declaration' 'speech']	Ms. Yellen’s declaration in a speech inChicago capped an intensification in the Fed’s communication in recentdays as officials put investors on notice that a rate increase was coming soonerthan had been widely expected.
58b9c828cd4d746e650000a4	Breaking News: Uber has for years used its app to secretly identify and sidestep law enforcement officials where it was restricted or banned	2017-03-03T14:46:36-05:00		NYTimes.com	93437	['tool' 'greyball' 'program' 'circumvent officials' 'sidestep law enforcement officials' 'involves' 'techniques' 'uber' 'uses data' 'app' 'uber’s' 'identify' 'breaking news uber']	Uber has for years used its app to secretly identify and sidestep law enforcement officials where it was restricted or banned The program which involves a tool called Greyball uses data collected fromUber’s app and other techniques to identify and circumvent officials.
58bac4d8cd4d740bd3000005	Breaking News: The U.S. has tried to sabotage North Korea's missile program with covert cyber attacks. President Trump must decide what to do next.	2017-03-04T08:44:28-05:00		NYTimes.com	93461	\['united states' 'threats' \korea's\ 'ability' 'u.s.' 'missile programs' 'korea’s' 'test launches' 'review' 'ago president' 'administrations' 'examination' 'korean' 'mr. obama' 'barack obama' 'urgent problem' 'danger' 'seconds' 'disruption effort' 'public records' 'sabotage' 'pose' 'obama' 'covert cyber attacks' 'cyber' 'pentagon officials' 'interviews' 'missile program' 'pentagon’s' 'york times’s' 'trump' 'counter' 'confront' 'officials' 'resilient' 'electronic strikes' 'obscure' 'experts thought']|Anexamination of the Pentagon’s disruption effort based on interviews withofficials of the Obama and Trump administrations as well as a review ofextensive but obscure public records found that the United States still doesnot have the ability to effectively counter the North Korean nuclear and missileprograms.
58bc8547cd4d740bd300001d	Breaking News: The F.B.I. chief asked Justice officials to reject President Trump's claim that Barack Obama tapped his phones. But the agency has not.	2017-03-05T16:38:11-05:00		NYTimes.com	93509	\['agency' 'assertion' 'young administration' 'f.b.i.' 'conspiracy' 'justice department' 'situation underscores' 'barack obama' 'high stakes' 'reject president' 'corrected' 'director' 'weekend' 'justice officials' 'phones' 'aides' 'chief' 'phones senior' 'james b. comey' 'mr. comey' 'mr. trump’s' 'trump’s' \trump's\ 'american officials']|director James B. Comey asked the Justice Department thisweekend to publicly reject President Trump’s assertion that PresidentBarack Obama ordered the tapping of his phones senior American officials saidon Sunday.
58bd7b6fcd4d740bd300002c	Breaking News: The Supreme Court has vacated an appeals court ruling in favor of a transgender boy in light of a move by the Trump administration	2017-03-06T10:08:26-05:00		NYTimes.com	93564	['trump' 'light' 'federal government’s position' 'major case' 'appeals court ruling' 'public schools' 'administration' 'bathrooms' 'gender identities' 'supreme court' 'favor' 'transgender youths' 'transgender rights' 'transgender boy' 'move']	The Supreme Court has vacated an appeals court ruling in favor of a transgender boy in light of a move by the Trump administration The Supreme Court on Monday announced that it would not hear a major case ontransgender rights after all acting after the Trump administration changed thefederal government’s position on whether public schools had to allowtransgender youths to use bathrooms that matched their gender identities.
58bd898fcd4d740bd3000032	Breaking News: The Supreme Court ruled that confidential jury deliberations must be disclosed if there's evidence of racial bias by jurors	2017-03-06T11:08:30-05:00		NYTimes.com	93567	['discrimination” justice' 'jurors' 'strides' 'racial bias' 'anthony m. kennedy' 'exception' 'supreme court' 'evidence' 'the nation' 'majority' 'ethnic bias' 'courts' 'confidential jury deliberations' 'discussions' 'usual rule' 'jury deliberations']	The Supreme Court ruled that confidential jury deliberations must be disclosed if there's evidence of racial bias by jurors The Supreme Court ruled on Monday that courts must make an exception to theusual rule that jury deliberations are secret when evidence emerges that thosediscussions were marred by racial or ethnic bias.
58bd906bcd4d740bd3000037	Breaking News: President Trump issued a more limited executive order on immigration. The changes are meant to help it withstand a court challenge.	2017-03-06T11:37:51-05:00		NYTimes.com	93568	['defense departments' 'iraqi' 'countries' 'african' 'nations' 'ban' 'residents' 'court challenge' 'trump' 'federal judges' 'version' 'citizens' 'original travel ban' 'changes' 'order' 'activities' 'muslim' 'federal agencies' 'mr. trump’s' 'white house' 'seven' 'immigration' 'migrants' 'executive order']	The order which comes about a month after federal judgesblocked Mr. Trump’s haphazardly implemented ban in January on residentsfrom seven Middle Eastern and African countries was delayed for about a week asthe White House sought to better coordinate its activities with federalagencies.
58bdf87ecd4d740bd300004a	Breaking News: The Republican replacement for Obamacare scraps mandated insurance in favor of incentives for people to buy it on the open market	2017-03-06T19:01:50-05:00	http://p.nytimes.com/email/re	NYTimes.com	93578	['replacement' 'incentives' 'obamacare' 'tax credits' 'favor' 'mandate' 'repeal' 'insurance' 'open market' 'health insurance' 'purchase health care' 'scraps' 'care act' 'system' 'open market house']	The Republican replacement for Obamacare scraps mandated insurance in favor of incentives for people to buy it on the open market House Republicans unveiled their long-awaited plan to repeal and replace theAffordable Care Act scrapping the mandate that nearly all Americans have healthinsurance and replacing it with a system of tax credits aimed at enticingAmericans to purchase health care on the open market.
58c211d4cd4d740bd3000093	Breaking News: A South Korean court has removed President Park Geun-hye from office a decision that could reshape the strategic landscape in Asia	2017-03-09T21:38:59-05:00		NYTimes.com	93749	['relationships' 'government' 'business' 'hundreds' 'strategic landscape' 'president park' 'court' 'reshape' 'asia' 'korean' 'streets week' 'tense time' 'geun-hye' 'top echelons' 'months' 'delicate balance' 'decision' 'corruption scandal' 'thousands' 'turmoil' 'nation’s history' 'removal' 'koreans' 'shook']	A South Korean court has removed President Park Geun-hye from office a decision that could reshape the strategic landscape in Asia A South Korean court ousted the president on Friday a first in thenation’s history rattling the delicate balance of relationships acrossAsia at a particularly tense time.
58c2ae0fcd4d740bd30000a6	Breaking News: The U.S. economy grew by 235000 jobs last month paving the way for the Federal Reserve to raise interest rates next week	2017-03-10T08:45:38-05:00		NYTimes.com	93800	['overlaps' 'federal reserve' 'trump’s' 'average' 'hefty gain' '4.7' '0.2' 'full month' 'path' 'employers' 'earnings' 'jobs' 'payrolls' 'government' '235000' 'u.s.' 'official jobless' 'interest rates' 'benchmark interest rate' 'workers' 'economy']	The U.S. economy grew by 235000 jobs last month paving the way for the Federal Reserve to raise interest rates next week Employers added 235000 workers to their payrolls in February the governmentreported on Friday a hefty gain that clears the path for the Federal Reserve toraise its benchmark interest rate when it meets next week.
58c44219cd4d740bd30000bb	Breaking News: U.S. Attorney Preet Bharara is refusing to resign forcing a potential showdown with President Trump and the Justice Department	2017-03-11T13:29:23-05:00		NYTimes.com	93868	['potential showdown' 'others' 'breaking news u.s.' 'trump' 'u.s.' 'resign' 'department' 'resignation' '—' 'submit' 'federal prosecutor' '45' 'preet bharara' 'manhattan' 'attorney' 'justice' 'justice department']	U.S. Attorney Preet Bharara is refusing to resign forcing a potential showdown with President Trump and the Justice Department Preet Bharara the Manhattan federal prosecutor who was told to submit hisresignation along with 45 others on Friday has no plans to do so —forcing a potential showdown with President Trump and the Department ofJustice.
58c45842cd4d740bd30000be	Breaking News: Preet Bharara the powerful U.S. attorney in Manhattan who refused to resign has been fired	2017-03-11T15:03:47-05:00		NYTimes.com	93870	['manhattan' 'mr. bharara’s' 'attorney' 'political appointee' 'barack obama' 'order' 'predecessor president' 'mr. trump’s' 'breaking news preet bharara' 'u.s.' 'resign' 'trump' 'preet bharara' 'election' 'submit' 'resignation' 'extraordinary showdown' 'federal prosecutor' 'dismissal']	Preet Bharara the powerful U.S. attorney in Manhattan who refused to resign has been fired Preet Bharara the Manhattan federal prosecutor who was asked by PresidentTrump to remain in his post shortly after the election was fired on Saturdayafter he refused an order to submit his resignation.
